"colony_id","spp","species","year","area_cm2","competition_id","competition_number","competition_outliner_name","competition_taxon","competition_growthform","competition_length_cm","competition","competition_type","competition_outcome"
62,"AD","Acropora cf. digitifera",2010,226.261821671692,3930,1,"mariana","Acropora","Corymbose",12.9611778,"certain","Overtop","won"
62,"AD","Acropora cf. digitifera",2010,226.261821671692,3932,3,"mariana","Acropora","Digitate",10.25813425,"certain","Overtop","won"
62,"AD","Acropora cf. digitifera",2011,260.560574653308,3375,4,"mariana","Acropora","Corymbose",5.007476175,"certain","Overtop","lost"
62,"AD","Acropora cf. digitifera",2011,260.560574653308,3373,2,"mariana","Acropora","Digitate",2.305422199,"certain","Standoff","standoff"
62,"AD","Acropora cf. digitifera",2011,260.560574653308,3374,3,"mariana","Uncertain","Encrusting",1.760053507,"uncertain","Overtop","won"
62,"AD","Acropora cf. digitifera",2011,260.560574653308,3372,1,"mariana","Acropora","Corymbose",6.742740196,"uncertain","Standoff","standoff"
63,"AD","Acropora cf. digitifera",2009,313.987435600112,3882,1,"mariana","Other hard coral","Digitate",18.69622022,"uncertain","Standoff","standoff"
63,"AD","Acropora cf. digitifera",2009,313.987435600112,3883,2,"mariana","Acropora","Digitate",10.45915598,"certain","Overtop","won"
63,"AD","Acropora cf. digitifera",2010,302.550978293092,3886,3,"mariana","Other hard coral","Encrusting",4.440789771,"uncertain","Standoff","standoff"
63,"AD","Acropora cf. digitifera",2010,302.550978293092,3885,2,"mariana","Other hard coral","Cuneiform",4.31144638,"uncertain","Standoff","standoff"
63,"AD","Acropora cf. digitifera",2010,302.550978293092,3884,1,"mariana","Other hard coral","Cuneiform",19.83265335,"certain","Standoff","standoff"
63,"AD","Acropora cf. digitifera",2010,302.550978293092,3888,5,"mariana","Favid","Encrusting",1.379662842,"uncertain","Standoff","standoff"
63,"AD","Acropora cf. digitifera",2010,302.550978293092,3887,4,"mariana","Favid","Massive",6.833642512,"certain","Overtop","won"
63,"AD","Acropora cf. digitifera",2011,333.934138480377,4494,4,"mariana","Other hard coral","Encrusting",NA,"certain","Overtop","won"
63,"AD","Acropora cf. digitifera",2011,333.934138480377,4495,5,"mariana","Other hard coral","Encrusting",NA,"certain","Overtop","won"
63,"AD","Acropora cf. digitifera",2011,333.934138480377,4493,3,"mariana","Other hard coral","Encrusting",NA,"certain","Overtop","won"
63,"AD","Acropora cf. digitifera",2011,333.934138480377,4492,2,"mariana","Soft coral","Digitate",NA,"uncertain","Standoff","standoff"
63,"AD","Acropora cf. digitifera",2011,333.934138480377,4491,1,"mariana","Favid","Massive",NA,"certain","Overtop","won"
63,"AD","Acropora cf. digitifera",2012,353.41667502602,604,1,"mariana","Favid","Massive",0.09775017,"uncertain","Standoff","standoff"
63,"AD","Acropora cf. digitifera",2013,360.155574814493,4496,1,"mariana","Soft coral","Encrusting",NA,"uncertain","Overtop","won"
64,"AD","Acropora cf. digitifera",2009,1686.95913121982,3894,6,"mariana","Acropora","Tabular",21.82621826,"uncertain","Standoff","standoff"
64,"AD","Acropora cf. digitifera",2009,1686.95913121982,3893,5,"mariana","Acropora","Corymbose",4.04061319,"uncertain","Overtop","won"
64,"AD","Acropora cf. digitifera",2009,1686.95913121982,3896,8,"mariana","Acropora","Digitate",7.010636561,"uncertain","Standoff","standoff"
64,"AD","Acropora cf. digitifera",2009,1686.95913121982,3889,1,"mariana","Soft coral","Encrusting",3.591656169,"uncertain","Overtop","won"
64,"AD","Acropora cf. digitifera",2009,1686.95913121982,3895,7,"mariana","Soft coral","Cuneiform",9.255421666,"uncertain","Standoff","standoff"
64,"AD","Acropora cf. digitifera",2009,1686.95913121982,3892,4,"mariana","Pocilloporid","Corymbose",15.54081996,"uncertain","Standoff","standoff"
64,"AD","Acropora cf. digitifera",2010,1640.80626560843,608,4,"mariana","Acropora","Digitate",5.264184887,"uncertain","Standoff","standoff"
64,"AD","Acropora cf. digitifera",2010,1640.80626560843,605,1,"mariana","Uncertain","Encrusting",10.57014902,"uncertain","Overtop","won"
64,"AD","Acropora cf. digitifera",2010,1640.80626560843,607,3,"mariana","Acropora","Digitate",2.840988669,"uncertain","Standoff","standoff"
64,"AD","Acropora cf. digitifera",2010,1640.80626560843,611,7,"mariana","Acropora","Tabular",3.300560365,"certain","Standoff","standoff"
64,"AD","Acropora cf. digitifera",2010,1640.80626560843,610,6,"mariana","Acropora","Tabular",13.57825467,"certain","Overtop","won"
64,"AD","Acropora cf. digitifera",2010,1640.80626560843,609,5,"mariana","Poritid","Massive",10.23591506,"uncertain","Standoff","standoff"
64,"AD","Acropora cf. digitifera",2010,1640.80626560843,606,2,"mariana","Soft coral","Corymbose",9.692784871,"uncertain","Standoff","standoff"
64,"AD","Acropora cf. digitifera",2011,1722.43500938153,728,3,"mariana","Pocilloporid","Corymbose",23.79299031,"uncertain","Standoff","standoff"
64,"AD","Acropora cf. digitifera",2011,1722.43500938153,727,2,"mariana","Soft coral","Cuneiform",13.11424663,"uncertain","Standoff","standoff"
64,"AD","Acropora cf. digitifera",2011,1722.43500938153,735,10,"mariana","Acropora","Tabular",26.35339084,"certain","Overtop","won"
64,"AD","Acropora cf. digitifera",2011,1722.43500938153,726,1,"mariana","Soft coral","Cuneiform",5.995084173,"uncertain","Standoff","standoff"
64,"AD","Acropora cf. digitifera",2011,1722.43500938153,729,4,"mariana","Acropora","Corymbose",23.66809272,"uncertain","Overtop","won"
64,"AD","Acropora cf. digitifera",2011,1722.43500938153,730,5,"mariana","Isopora","Cuneiform",25.10441497,"uncertain","Standoff","standoff"
64,"AD","Acropora cf. digitifera",2011,1722.43500938153,733,8,"mariana","Fleshy macroalga","Non-coral",15.98689113,"certain","Overtop","won"
64,"AD","Acropora cf. digitifera",2011,1722.43500938153,732,7,"mariana","Acropora","Tabular",25.16686377,"certain","Overtop","won"
64,"AD","Acropora cf. digitifera",2011,1722.43500938153,734,9,"mariana","Acropora","Tabular",8.055894357,"certain","Overtop","won"
64,"AD","Acropora cf. digitifera",2011,1722.43500938153,731,6,"mariana","Pocilloporid","Branching",14.67546647,"uncertain","Standoff","standoff"
66,"AD","Acropora cf. digitifera",2010,481.827268397466,670,4,"mariana","Isopora","Cuneiform",24.62625832,"certain","Overtop","won"
66,"AD","Acropora cf. digitifera",2010,481.827268397466,669,3,"mariana","Isopora","Cuneiform",7.255570042,"uncertain","Standoff","standoff"
66,"AD","Acropora cf. digitifera",2010,481.827268397466,668,2,"mariana","Fleshy macroalga","Encrusting",14.98061815,"certain","Standoff","standoff"
66,"AD","Acropora cf. digitifera",2010,481.827268397466,667,1,"mariana","Poritid","Massive",22.27886801,"uncertain","Overtop","won"
66,"AD","Acropora cf. digitifera",2011,448.474184971278,613,1,"mariana","Isopora","Cuneiform",5.80355314,"uncertain","Standoff","standoff"
66,"AD","Acropora cf. digitifera",2011,448.474184971278,614,2,"mariana","Isopora","Cuneiform",19.99564815,"certain","Overtop","won"
66,"AD","Acropora cf. digitifera",2011,448.474184971278,615,3,"mariana","Uncertain","Encrusting",12.31671103,"uncertain","Overtop","won"
66,"AD","Acropora cf. digitifera",2011,448.474184971278,616,4,"mariana","Poritid","Massive",20.6038808,"certain","Overtop","won"
66,"AD","Acropora cf. digitifera",2012,509.986900295171,621,5,"mariana","Isopora","Encrusting",3.844711003,"uncertain","Overtop","won"
66,"AD","Acropora cf. digitifera",2012,509.986900295171,620,4,"mariana","Isopora","Encrusting",5.910916236,"uncertain","Overtop","won"
66,"AD","Acropora cf. digitifera",2012,509.986900295171,619,3,"mariana","Isopora","Encrusting",1.673887784,"certain","Overtop","won"
66,"AD","Acropora cf. digitifera",2012,509.986900295171,617,1,"mariana","Poritid","Massive",13.86188321,"certain","Overtop","won"
66,"AD","Acropora cf. digitifera",2012,509.986900295171,618,2,"mariana","Isopora","Encrusting",4.053946976,"certain","Overtop","won"
66,"AD","Acropora cf. digitifera",2012,509.986900295171,622,6,"mariana","Uncertain","Encrusting",10.8279616,"uncertain","Overtop","won"
66,"AD","Acropora cf. digitifera",2013,437.446764072658,4498,1,"mariana","Poritid","Massive",NA,"uncertain","Overtop","won"
66,"AD","Acropora cf. digitifera",2013,437.446764072658,4501,4,"mariana","Isopora","Cuneiform",NA,"certain","Overtop","won"
66,"AD","Acropora cf. digitifera",2013,437.446764072658,4499,2,"mariana","Isopora","Cuneiform",NA,"uncertain","Standoff","standoff"
66,"AD","Acropora cf. digitifera",2013,437.446764072658,4500,3,"mariana","Isopora","Cuneiform",NA,"uncertain","Standoff","standoff"
67,"AD","Acropora cf. digitifera",2010,453.189705549903,3911,2,"mariana","Acropora","Tabular",2.196973283,"uncertain","Overtop","won"
67,"AD","Acropora cf. digitifera",2010,453.189705549903,3910,1,"mariana","Isopora","Cuneiform",22.46405181,"certain","Standoff","standoff"
67,"AD","Acropora cf. digitifera",2010,453.189705549903,3913,4,"mariana","Acropora","Tabular",8.568195802,"certain","Overtop","won"
67,"AD","Acropora cf. digitifera",2010,453.189705549903,3914,5,"mariana","Acropora","Tabular",26.58337672,"certain","Overtop","won"
67,"AD","Acropora cf. digitifera",2010,453.189705549903,3912,3,"mariana","Acropora","Tabular",2.032200286,"uncertain","Overtop","won"
68,"AH","Acropora hyacinthus",2009,1163.4800219431,3934,2,"Theo","Isopora","Cuneiform",1.730200553,"uncertain","Standoff","standoff"
68,"AH","Acropora hyacinthus",2009,1163.4800219431,3936,4,"Theo","Acropora","Corymbose",4.549786641,"uncertain","Standoff","standoff"
68,"AH","Acropora hyacinthus",2009,1163.4800219431,3933,1,"Theo","Acropora","Corymbose",20.76240664,"certain","Overtop","won"
68,"AH","Acropora hyacinthus",2009,1163.4800219431,3935,3,"Theo","Isopora","Cuneiform",7.817943242,"certain","Overtop","won"
68,"AH","Acropora hyacinthus",2010,727.153098112427,4503,2,"mariana","Isopora","Cuneiform",NA,"uncertain","Standoff","standoff"
68,"AH","Acropora hyacinthus",2010,727.153098112427,4502,1,"mariana","Acropora","Branching",NA,"certain","Overtop","won"
68,"AH","Acropora hyacinthus",2011,306.376106932236,1214,1,"Theo","Acropora","Tabular",21.27301158,"certain","Overtop","lost"
69,"AH","Acropora hyacinthus",2009,3268.45903427177,781,3,"Theo","Isopora","Cuneiform",3.83043777,"uncertain","Standoff","standoff"
69,"AH","Acropora hyacinthus",2009,3268.45903427177,780,2,"Theo","Favid","Massive",7.866813055,"certain","Overtop","won"
69,"AH","Acropora hyacinthus",2009,3268.45903427177,779,1,"Theo","Favid","Massive",16.59856367,"certain","Overtop","won"
69,"AH","Acropora hyacinthus",2010,3841.91806271249,3961,2,"Theo","Favid","Massive",10.74551068,"certain","Overtop","won"
69,"AH","Acropora hyacinthus",2010,3841.91806271249,3960,1,"Theo","Favid","Massive",6.315728727,"certain","Overtop","won"
70,"AH","Acropora hyacinthus",2009,2322.53817097785,786,5,"mariana","Isopora","Cuneiform",8.721733172,"uncertain","Overtop","won"
70,"AH","Acropora hyacinthus",2009,2322.53817097785,782,1,"mariana","Isopora","Cuneiform",21.67415781,"uncertain","Overtop","won"
70,"AH","Acropora hyacinthus",2009,2322.53817097785,783,2,"mariana","Hydrocoral","Encrusting",8.461382928,"uncertain","Overtop","won"
70,"AH","Acropora hyacinthus",2009,2322.53817097785,785,4,"mariana","Acropora","Tabular",26.03502439,"certain","Overtop","won"
70,"AH","Acropora hyacinthus",2009,2322.53817097785,784,3,"mariana","Acropora","Tabular",17.57364147,"certain","Overtop","won"
70,"AH","Acropora hyacinthus",2010,1619.59229336887,3964,3,"mariana","Hydrocoral","Encrusting",2.500359627,"certain","Overtop","won"
70,"AH","Acropora hyacinthus",2010,1619.59229336887,3965,4,"mariana","Poritid","Encrusting",13.84814563,"certain","Overtop","won"
70,"AH","Acropora hyacinthus",2010,1619.59229336887,3962,1,"mariana","Acropora","Tabular",20.19521237,"certain","Overtop","won"
70,"AH","Acropora hyacinthus",2010,1619.59229336887,3963,2,"mariana","Acropora","Tabular",61.48320212,"certain","Overtop","won"
70,"AH","Acropora hyacinthus",2011,2699.73647062461,1161,1,"mariana","Acropora","Tabular",23.16339646,"certain","Overtop","won"
70,"AH","Acropora hyacinthus",2011,2699.73647062461,1162,2,"mariana","Acropora","Tabular",58.84438597,"certain","Overtop","won"
70,"AH","Acropora hyacinthus",2011,2699.73647062461,1164,4,"mariana","Poritid","Encrusting",11.23073768,"certain","Overtop","won"
70,"AH","Acropora hyacinthus",2011,2699.73647062461,1163,3,"mariana","Acropora","Digitate",5.342399521,"certain","Overtop","won"
70,"AH","Acropora hyacinthus",2012,2562.16914741879,1165,1,"mariana","Poritid","Encrusting",7.950545631,"certain","Overtop","won"
70,"AH","Acropora hyacinthus",2012,2562.16914741879,1166,2,"mariana","Acropora","Tabular",61.10379021,"certain","Overtop","won"
70,"AH","Acropora hyacinthus",2013,2466.22793237771,4504,1,"mariana","Acropora","Digitate",NA,"uncertain","Standoff","standoff"
71,"AH","Acropora hyacinthus",2009,1000.75679166616,3942,2,"mariana","Acropora","Corymbose",17.96617773,"certain","Overtop","won"
71,"AH","Acropora hyacinthus",2009,1000.75679166616,3943,3,"mariana","Favid","Massive",5.659222422,"certain","Overtop","won"
71,"AH","Acropora hyacinthus",2009,1000.75679166616,3941,1,"mariana","Acropora","Tabular",34.07889834,"certain","Overtop","won"
71,"AH","Acropora hyacinthus",2010,1601.30001001178,3944,1,"mariana","Acropora","Tabular",38.56878042,"certain","Overtop","won"
71,"AH","Acropora hyacinthus",2010,1601.30001001178,3945,2,"mariana","Acropora","Corymbose",17.31659529,"certain","Overtop","won"
71,"AH","Acropora hyacinthus",2010,1601.30001001178,3946,3,"mariana","Acropora","Corymbose",10.52770282,"certain","Overtop","lost"
71,"AH","Acropora hyacinthus",2011,1357.04997286019,797,4,"mariana","Favid","Massive",2.380916442,"uncertain","Standoff","standoff"
71,"AH","Acropora hyacinthus",2011,1357.04997286019,796,3,"mariana","Acropora","Corymbose",19.10838067,"certain","Overtop","lost"
71,"AH","Acropora hyacinthus",2011,1357.04997286019,794,1,"mariana","Acropora","Tabular",30.31089778,"certain","Overtop","won"
71,"AH","Acropora hyacinthus",2011,1357.04997286019,799,6,"mariana","Favid","Massive",2.258818163,"certain","Standoff","standoff"
71,"AH","Acropora hyacinthus",2011,1357.04997286019,795,2,"mariana","Acropora","Corymbose",13.09504043,"certain","Overtop","won"
71,"AH","Acropora hyacinthus",2011,1357.04997286019,798,5,"mariana","Favid","Massive",5.616520837,"uncertain","Standoff","standoff"
71,"AH","Acropora hyacinthus",2011,1357.04997286019,800,7,"mariana","Favid","Massive",15.65910429,"certain","Overtop","won"
72,"AH","Acropora hyacinthus",2009,3368.78999441297,3948,2,"mariana","Favid","Massive",14.16178932,"certain","Overtop","won"
72,"AH","Acropora hyacinthus",2009,3368.78999441297,3949,3,"mariana","Favid","Massive",7.82983544,"certain","Overtop","won"
72,"AH","Acropora hyacinthus",2009,3368.78999441297,3947,1,"mariana","Favid","Massive",13.20859196,"certain","Digestion","lost"
72,"AH","Acropora hyacinthus",2010,4495.64733377773,1104,2,"mariana","Soft coral","Digitate",10.01610531,"certain","Overtop","won"
72,"AH","Acropora hyacinthus",2010,4495.64733377773,1103,1,"mariana","Favid","Massive",11.7030283,"certain","Digestion","lost"
72,"AH","Acropora hyacinthus",2011,4788.88064983817,1105,1,"mariana","Favid","Massive",10.4014303,"certain","Overtop","won"
72,"AH","Acropora hyacinthus",2011,4788.88064983817,1113,9,"mariana","Acropora","Tabular",23.20319066,"certain","Overtop","lost"
72,"AH","Acropora hyacinthus",2011,4788.88064983817,1107,3,"mariana","Soft coral","Digitate",4.950680765,"certain","Overtop","won"
72,"AH","Acropora hyacinthus",2011,4788.88064983817,1111,7,"mariana","Acropora","Tabular",3.500481349,"certain","Overtop","won"
72,"AH","Acropora hyacinthus",2011,4788.88064983817,1112,8,"mariana","Acropora","Tabular",6.100838923,"certain","Overtop","won"
72,"AH","Acropora hyacinthus",2011,4788.88064983817,1106,2,"mariana","Soft coral","Cuneiform",4.950680765,"certain","Overtop","won"
72,"AH","Acropora hyacinthus",2011,4788.88064983817,1109,5,"mariana","Acropora","Tabular",1.800247551,"uncertain","Standoff","standoff"
72,"AH","Acropora hyacinthus",2011,4788.88064983817,1110,6,"mariana","Acropora","Tabular",8.151120856,"certain","Overtop","won"
72,"AH","Acropora hyacinthus",2011,4788.88064983817,1108,4,"mariana","Pocilloporid","Corymbose",8.201127733,"certain","Overtop","won"
72,"AH","Acropora hyacinthus",2012,833.871160865128,4505,1,"mariana","Favid","Massive",NA,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2009,1923.36585738314,806,3,"mariana","Soft coral","Digitate",6.282043315,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2009,1923.36585738314,805,2,"mariana","Acropora","Corymbose",27.92019251,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2009,1923.36585738314,804,1,"mariana","Soft coral","Cuneiform",31.89881994,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2010,1601.65521094888,810,3,"mariana","Soft coral","Cuneiform",26.90693488,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2010,1601.65521094888,808,1,"mariana","Isopora","Cuneiform",17.75403303,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2010,1601.65521094888,812,5,"mariana","Acropora","Digitate",6.783533643,"uncertain","Standoff","standoff"
73,"AH","Acropora hyacinthus",2010,1601.65521094888,809,2,"mariana","Isopora","Cuneiform",8.95815926,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2010,1601.65521094888,811,4,"mariana","Soft coral","Cuneiform",1.557940741,"uncertain","Overtop","won"
73,"AH","Acropora hyacinthus",2011,2557.59012105546,3437,8,"mariana","Acropora","Digitate",7.290838759,"uncertain","Standoff","standoff"
73,"AH","Acropora hyacinthus",2011,2557.59012105546,3436,7,"mariana","Soft coral","Cuneiform",37.10905955,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2011,2557.59012105546,3435,6,"mariana","Isopora","Cuneiform",4.103825409,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2011,2557.59012105546,3438,9,"mariana","Favid","Massive",1.353389231,"uncertain","Standoff","standoff"
73,"AH","Acropora hyacinthus",2011,2557.59012105546,3433,4,"mariana","Soft coral","Cuneiform",29.55627449,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2011,2557.59012105546,3430,1,"mariana","Pocilloporid","Corymbose",1.658993251,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2011,2557.59012105546,3439,10,"mariana","Isopora","Cuneiform",3.536275087,"uncertain","Overtop","won"
73,"AH","Acropora hyacinthus",2011,2557.59012105546,3432,3,"mariana","Isopora","Cuneiform",13.49023459,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2011,2557.59012105546,3434,5,"mariana","Isopora","Cuneiform",8.556912556,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2011,2557.59012105546,3431,2,"mariana","Soft coral","Digitate",6.286711265,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2012,1851.01003396322,4508,3,"mariana","Isopora","Cuneiform",NA,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2012,1851.01003396322,4509,4,"mariana","Soft coral","Cuneiform",NA,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2012,1851.01003396322,4510,5,"mariana","Acropora","Digitate",NA,"uncertain","Standoff","standoff"
73,"AH","Acropora hyacinthus",2012,1851.01003396322,4506,1,"mariana","Isopora","Cuneiform",NA,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2012,1851.01003396322,4507,2,"mariana","Isopora","Cuneiform",NA,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2013,1667.44611333297,4514,4,"mariana","Acropora","Digitate",NA,"uncertain","Standoff","standoff"
73,"AH","Acropora hyacinthus",2013,1667.44611333297,4513,3,"mariana","Soft coral","Cuneiform",NA,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2013,1667.44611333297,4512,2,"mariana","Isopora","Cuneiform",NA,"certain","Overtop","won"
73,"AH","Acropora hyacinthus",2013,1667.44611333297,4511,1,"mariana","Isopora","Cuneiform",NA,"certain","Overtop","won"
75,"AH","Acropora hyacinthus",2009,529.155693847724,814,2,"mariana","Isopora","Cuneiform",12.45960255,"certain","Overtop","lost"
75,"AH","Acropora hyacinthus",2009,529.155693847724,813,1,"mariana","Isopora","Cuneiform",1.875639094,"uncertain","Standoff","standoff"
75,"AH","Acropora hyacinthus",2009,529.155693847724,815,3,"mariana","Isopora","Cuneiform",5.191501063,"certain","Overtop","lost"
75,"AH","Acropora hyacinthus",2009,529.155693847724,817,5,"mariana","Pocilloporid","Corymbose",25.58907621,"certain","Overtop","won"
75,"AH","Acropora hyacinthus",2009,529.155693847724,816,4,"mariana","Acropora","Tabular",46.12062557,"certain","Overtop","lost"
75,"AH","Acropora hyacinthus",2010,620.278585599352,819,2,"mariana","Pocilloporid","Corymbose",13.65696427,"certain","Overtop","won"
75,"AH","Acropora hyacinthus",2010,620.278585599352,820,3,"mariana","Isopora","Cuneiform",4.089373483,"certain","Digestion","lost"
75,"AH","Acropora hyacinthus",2010,620.278585599352,821,4,"mariana","Isopora","Cuneiform",1.195948849,"certain","Standoff","standoff"
75,"AH","Acropora hyacinthus",2010,620.278585599352,818,1,"mariana","Acropora","Tabular",15.20012408,"certain","Overtop","lost"
75,"AH","Acropora hyacinthus",2010,620.278585599352,822,5,"mariana","Isopora","Cuneiform",38.7718901,"certain","Overtop","lost"
75,"AH","Acropora hyacinthus",2011,791.589291396587,828,6,"mariana","Isopora","Cuneiform",59.60730473,"certain","Overtop","lost"
75,"AH","Acropora hyacinthus",2011,791.589291396587,829,7,"mariana","Acropora","Tabular",19.15164691,"certain","Overtop","lost"
75,"AH","Acropora hyacinthus",2011,791.589291396587,825,3,"mariana","Acropora","Digitate",2.240215579,"certain","Standoff","standoff"
75,"AH","Acropora hyacinthus",2011,791.589291396587,827,5,"mariana","Isopora","Cuneiform",13.26559029,"certain","Digestion","lost"
75,"AH","Acropora hyacinthus",2011,791.589291396587,831,9,"mariana","Pocilloporid","Corymbose",12.51885177,"certain","Overtop","lost"
75,"AH","Acropora hyacinthus",2011,791.589291396587,830,8,"mariana","Pocilloporid","Corymbose",18.97594373,"certain","Standoff","standoff"
75,"AH","Acropora hyacinthus",2011,791.589291396587,824,2,"mariana","Favid","Massive",9.531897661,"certain","Overtop","won"
75,"AH","Acropora hyacinthus",2011,791.589291396587,823,1,"mariana","Favid","Massive",13.39736768,"certain","Overtop","won"
75,"AH","Acropora hyacinthus",2012,42.8836472595859,832,1,"mariana","Isopora","Cuneiform",3.308996973,"certain","Standoff","standoff"
76,"AH","Acropora hyacinthus",2009,2323.52001714696,841,9,"mariana","Acropora","Tabular",18.26214617,"certain","Overtop","won"
76,"AH","Acropora hyacinthus",2009,2323.52001714696,842,10,"mariana","Acropora","Digitate",14.89391172,"certain","Overtop","won"
76,"AH","Acropora hyacinthus",2009,2323.52001714696,833,1,"mariana","Acropora","Tabular",13.47293781,"certain","Overtop","won"
76,"AH","Acropora hyacinthus",2009,2323.52001714696,835,3,"mariana","Acropora","Tabular",29.52468012,"certain","Overtop","won"
76,"AH","Acropora hyacinthus",2009,2323.52001714696,840,8,"mariana","Acropora","Digitate",12.31510722,"certain","Overtop","won"
76,"AH","Acropora hyacinthus",2009,2323.52001714696,837,5,"mariana","Pocilloporid","Digitate",7.841670834,"certain","Overtop","won"
76,"AH","Acropora hyacinthus",2009,2323.52001714696,834,2,"mariana","Acropora","Tabular",11.20990529,"certain","Overtop","won"
76,"AH","Acropora hyacinthus",2009,2323.52001714696,839,7,"mariana","Acropora","Corymbose",10.31521801,"certain","Overtop","lost"
76,"AH","Acropora hyacinthus",2009,2323.52001714696,836,4,"mariana","Pocilloporid","Digitate",3.684006432,"certain","Overtop","won"
76,"AH","Acropora hyacinthus",2009,2323.52001714696,838,6,"mariana","Acropora","Corymbose",24.99861507,"certain","Overtop","lost"
76,"AH","Acropora hyacinthus",2010,3092.17101438949,843,1,"mariana","Acropora","Tabular",28.47511167,"certain","Overtop","won"
76,"AH","Acropora hyacinthus",2010,3092.17101438949,845,3,"mariana","Acropora","Tabular",11.15016073,"certain","Overtop","won"
76,"AH","Acropora hyacinthus",2010,3092.17101438949,847,5,"mariana","Acropora","Tabular",16.21437716,"certain","Overtop","won"
76,"AH","Acropora hyacinthus",2010,3092.17101438949,844,2,"mariana","Acropora","Digitate",4.131334455,"certain","Overtop","won"
76,"AH","Acropora hyacinthus",2010,3092.17101438949,846,4,"mariana","Pocilloporid","Digitate",3.509413139,"certain","Overtop","won"
76,"AH","Acropora hyacinthus",2010,3092.17101438949,848,6,"mariana","Acropora","Digitate",12.52727222,"certain","Overtop","won"
76,"AH","Acropora hyacinthus",2011,665.393926122588,1193,4,"mariana","Acropora","Tabular",2.926979885,"certain","Overtop","lost"
76,"AH","Acropora hyacinthus",2011,665.393926122588,1192,3,"mariana","Pocilloporid","Digitate",12.71811614,"certain","Overtop","won"
76,"AH","Acropora hyacinthus",2011,665.393926122588,1190,1,"mariana","Acropora","Tabular",19.21963783,"certain","Overtop","won"
76,"AH","Acropora hyacinthus",2011,665.393926122588,1195,6,"mariana","Acropora","Tabular",3.62634676,"certain","Digestion","mutual_digestion"
76,"AH","Acropora hyacinthus",2011,665.393926122588,1191,2,"mariana","Soft coral","Digitate",0.958391644,"certain","Overtop","won"
76,"AH","Acropora hyacinthus",2011,665.393926122588,1194,5,"mariana","Acropora","Tabular",11.34528486,"certain","Overtop","lost"
76,"AH","Acropora hyacinthus",2012,769.959662575332,1197,2,"mariana","Acropora","Tabular",11.73107241,"certain","Overtop","lost"
76,"AH","Acropora hyacinthus",2012,769.959662575332,1196,1,"mariana","Pocilloporid","Corymbose",7.569712264,"certain","Overtop","won"
76,"AH","Acropora hyacinthus",2012,769.959662575332,1198,3,"mariana","Acropora","Tabular",2.496816087,"uncertain","Standoff","standoff"
77,"AH","Acropora hyacinthus",2009,323.640829836563,850,2,"mariana","Hydrocoral","Encrusting",6.280693379,"uncertain","Standoff","standoff"
77,"AH","Acropora hyacinthus",2009,323.640829836563,849,1,"mariana","Isopora","Cuneiform",3.919152668,"certain","Overtop","won"
77,"AH","Acropora hyacinthus",2010,577.488550128771,1132,3,"mariana","Poritid","Encrusting",1.273773829,"certain","Overtop","won"
77,"AH","Acropora hyacinthus",2010,577.488550128771,1130,1,"mariana","Acropora","Tabular",5.299808967,"certain","Digestion","mutual_digestion"
77,"AH","Acropora hyacinthus",2010,577.488550128771,1131,2,"mariana","Hydrocoral","Cuneiform",1.728693054,"uncertain","Standoff","standoff"
77,"AH","Acropora hyacinthus",2011,982.285339069009,3419,2,"mariana","Isopora","Encrusting",3.873626374,"certain","Overtop","won"
77,"AH","Acropora hyacinthus",2011,982.285339069009,3420,3,"mariana","Acropora","Corymbose",6.428571429,"certain","Overtop","won"
77,"AH","Acropora hyacinthus",2011,982.285339069009,3421,4,"mariana","Hydrocoral","Encrusting",3.241758242,"uncertain","Standoff","standoff"
77,"AH","Acropora hyacinthus",2011,982.285339069009,3418,1,"mariana","Isopora","Encrusting",6.950549451,"certain","Overtop","won"
77,"AH","Acropora hyacinthus",2012,217.859654504848,1133,1,"mariana","Hydrocoral","Encrusting",0.978140321,"uncertain","Standoff","standoff"
77,"AH","Acropora hyacinthus",2012,217.859654504848,1134,2,"mariana","Poritid","Massive",4.926929022,"uncertain","Standoff","standoff"
77,"AH","Acropora hyacinthus",2013,170.726429651727,4515,1,"mariana","Poritid","Massive",NA,"certain","Overtop","won"
78,"AH","Acropora hyacinthus",2009,1236.7056534367,851,1,"mariana","Acropora","Digitate",3.15888954,"certain","Overtop","won"
