"colony_id","spp","species","year","observation_id","tag","image_id","photographer","photograph","area_id","area_outliner","area_cm2","perimeter_cm","circularity"
62,"AD","Acropora cf. digitifera",2011,284,"903","AD0903_F5_T_D_C","D","T","2985","paulina",249.095022624434,115.488946245161,0.234689725052766
62,"AD","Acropora cf. digitifera",2011,284,"903","AD0903_F5_T1_B_C","B","T1","2986","paulina",258.298152142519,112.976487097124,0.254305076674861
62,"AD","Acropora cf. digitifera",2009,282,"208","AD0208_F3_T1_C","no_name","T1","3581","mizue1",513.801383309674,208.612221724008,0.148363010262514
62,"AD","Acropora cf. digitifera",2010,283,"903","AD0903_F4_T_A_C","A","T","3623","mizue1",234.14785556482,127.303671006494,0.18155917215864
62,"AD","Acropora cf. digitifera",2010,283,"903","AD0903_F4_T_B_C","B","T","3624","mizue1",208.751469265917,123.556239432725,0.17183437265255
63,"AD","Acropora cf. digitifera",2014,2504,"209","AD0209_F8_T_A_C","A","T","60","alec",372.02343336814,100.467077583077,0.463161680919828
63,"AD","Acropora cf. digitifera",2014,2504,"209","AD0209_F8_T_C_C","C","T","61","alec",388.881080084953,113.559405647124,0.378948730638709
63,"AD","Acropora cf. digitifera",2014,2504,"209","AD0209_F8_T1_A_C","A","T1","62","alec",364.913921885356,100.856738369103,0.450806799582344
63,"AD","Acropora cf. digitifera",2010,288,"209","AD0209_F4_T1_D_C","D","T1","915","erin",290.661702948721,116.677472262874,0.26830184182106
63,"AD","Acropora cf. digitifera",2010,288,"209","AD0209_F4_T2_D_C","D","T2","917","erin",299.493142725128,112.290649966631,0.298476096170422
63,"AD","Acropora cf. digitifera",2011,289,"209","AD0209_F5_T_D_C","D","T","918","erin",340.406761072224,118.318355165313,0.305565131148185
63,"AD","Acropora cf. digitifera",2011,289,"209","AD0209_F5_T2_B_C","B","T2","919","erin",337.569272785264,121.434872681296,0.287664273859526
63,"AD","Acropora cf. digitifera",2012,1807,"209","AD0209_F6_T2_B_C","B","T2","920","erin",373.324339833615,135.759308307023,0.254540525650795
63,"AD","Acropora cf. digitifera",2012,1807,"209","AD0209_F6_T2_D_C","D","T2","921","erin",333.509010218425,103.787324544575,0.389070946978401
63,"AD","Acropora cf. digitifera",2011,289,"209","AD0209_F5_T_D_C","D","T","2958","paulina",328.386764797605,132.962603946803,0.233419151274702
63,"AD","Acropora cf. digitifera",2011,289,"209","AD0209_F5_T2_B_C","B","T2","2959","paulina",329.373755266416,144.375678076003,0.198568694917453
63,"AD","Acropora cf. digitifera",2009,287,"209","AD0209_F3_T1_C","no_name","T1","3582","mizue1",313.987435600112,123.249044626146,0.259749673833652
63,"AD","Acropora cf. digitifera",2010,288,"209","AD0209_F4_T1_D_C","D","T1","3584","mizue1",299.644725958008,137.371168006095,0.199537864670449
63,"AD","Acropora cf. digitifera",2010,288,"209","AD0209_F4_T2_D_C","D","T2","3586","mizue1",320.404341540513,134.770420538001,0.2216762107448
63,"AD","Acropora cf. digitifera",2013,2243,"209","AD0209_F7_T_C_C","C","T","5073","mariana",356.669808246838,114.256035889353,0.343334865452547
63,"AD","Acropora cf. digitifera",2013,2243,"209","AD0209_F7_T2_B_C","B","T2","5074","mariana",363.641341382148,120.82479267973,0.313019214942186
63,"AD","Acropora cf. digitifera",2014,2504,"209","AD0209_F8_T_A_C","A","T","5075","mariana",371.854870406359,103.231871959646,0.438486000937039
63,"AD","Acropora cf. digitifera",2014,2504,"209","AD0209_F8_T_C_C","C","T","5076","mariana",391.062566057915,109.774111198051,0.407808478583108
63,"AD","Acropora cf. digitifera",2014,2504,"209","AD0209_F8_T1_A_C","A","T1","5077","mariana",389.056097331663,105.772432250021,0.436995643875735
64,"AD","Acropora cf. digitifera",2009,292,"283","AD0283_F3_T1_C","no_name","T1","922","erin",1677.28996021531,386.063314556345,0.141416779062148
64,"AD","Acropora cf. digitifera",2010,293,"283","AD0283_F4_T_A_C","A","T","923","erin",1635.57601675685,387.020933725907,0.137218189536579
64,"AD","Acropora cf. digitifera",2010,293,"283","AD0283_F4_T_B_C","B","T","924","erin",1683.48125917885,345.157907831845,0.177575274387893
64,"AD","Acropora cf. digitifera",2011,294,"970","AD0970_F5_T_C1_C","A","T1","1020","erin",1702.84884174401,398.864512459265,0.134503989428978
64,"AD","Acropora cf. digitifera",2011,294,"970","AD0970_F5_T1_B_C","B","T1","1021","erin",1770.96246904789,345.776674531995,0.18613491065296
64,"AD","Acropora cf. digitifera",2011,294,"970","AD0970_F5_T_C1_C","A","T1","2993","paulina",1636.48663864285,474.86908496615,0.0911957362522142
64,"AD","Acropora cf. digitifera",2011,294,"970","AD0970_F5_T1_B_C","B","T1","2994","paulina",1779.44208809135,437.733950317458,0.116700645848278
64,"AD","Acropora cf. digitifera",2009,292,"283","AD0283_F3_T1_C","no_name","T1","3587","mizue1",1696.62830222434,482.357416355091,0.091634423271464
64,"AD","Acropora cf. digitifera",2010,293,"283","AD0283_F4_T_A_C","A","T","3588","mizue1",1609.0205124687,443.44354565933,0.102824064868566
64,"AD","Acropora cf. digitifera",2010,293,"283","AD0283_F4_T_B_C","B","T","3589","mizue1",1635.14727402933,433.286679822789,0.109450074758748
65,"AD","Acropora cf. digitifera",2014,2408,"1226","AD1226_F8_T_B_C","B","T","126","alec",74.0425234314945,61.7897506762036,0.243701492997359
65,"AD","Acropora cf. digitifera",2014,2408,"1226","AD1226_F8_T_C_C","C","T","127","alec",87.4795300688667,67.0742743812563,0.24434549659653
65,"AD","Acropora cf. digitifera",2014,2408,"1226","AD1226_F8_T1_B_C","B","T1","128","alec",73.0329602897628,58.2122995192101,0.270831551735803
65,"AD","Acropora cf. digitifera",2014,2408,"1226","AD1226_F8_T2_B_C","B","T2","129","alec",72.1352101506741,54.7231838668096,0.302701414814019
65,"AD","Acropora cf. digitifera",2010,295,"329","AD0329_F4_T1_E_C","E","T1","925","erin",19.5484082621478,23.1294566227755,0.459187867150396
65,"AD","Acropora cf. digitifera",2010,295,"329","AD0329_F4_T2_E_C","E","T2","926","erin",18.7592385893994,22.7352773336905,0.456062704674548
65,"AD","Acropora cf. digitifera",2012,1748,"329","AD0329_F6_T_B_C","B","T","928","erin",35.941269258309,30.7236850124081,0.478472152106854
65,"AD","Acropora cf. digitifera",2012,1748,"329","AD0329_F6_T2_A_C","A","T2","929","erin",38.0546200567672,29.3768218988335,0.554124858832374
65,"AD","Acropora cf. digitifera",2012,1748,"329","AD0329_F6_T2_D_C","D","T2","930","erin",31.4843907929512,25.6036624536762,0.603532931689618
65,"AD","Acropora cf. digitifera",2011,296,"329","AD0329_F5_T_B_C","B","T","2960","paulina",18.3326479612818,27.7942922159072,0.298211113605989
65,"AD","Acropora cf. digitifera",2011,296,"329","AD0329_F5_T_D_C","D","T","2961","paulina",18.106104371269,25.3470144593996,0.354145117244597
65,"AD","Acropora cf. digitifera",2010,295,"329","AD0329_F4_T1_E_C","E","T1","3590","mizue1",19.4185765861802,24.6859130847716,0.400432081907581
65,"AD","Acropora cf. digitifera",2010,295,"329","AD0329_F4_T2_E_C","E","T2","3591","mizue1",20.8575820797189,25.966535617183,0.388727981350997
65,"AD","Acropora cf. digitifera",2013,2246,"329","AD0329_F7_T_A_C","A","T","5078","mariana",62.7374708070756,53.3950834171909,0.276524956046072
65,"AD","Acropora cf. digitifera",2013,2246,"329","AD0329_F7_T2_B_C","B","T2","5079","mariana",49.4512229403129,44.7386551564024,0.310471006907795
65,"AD","Acropora cf. digitifera",2014,2408,"1226","AD1226_F8_T_B_C","B","T","5192","mariana",73.1495484720273,50.6759932762557,0.357945555293573
65,"AD","Acropora cf. digitifera",2014,2408,"1226","AD1226_F8_T_C_C","C","T","5193","mariana",81.5766878383816,54.3743624869531,0.34672693139636
65,"AD","Acropora cf. digitifera",2014,2408,"1226","AD1226_F8_T1_B_C","B","T1","5194","mariana",123.518965181871,67.3257519321986,0.342437315255652
65,"AD","Acropora cf. digitifera",2014,2408,"1226","AD1226_F8_T2_B_C","B","T2","5195","mariana",71.2122533256137,57.1235166318799,0.274242475790094
66,"AD","Acropora cf. digitifera",2014,2351,"1253","AD1253_F8_T_A_C","A","T","130","alec",457.891808213901,179.881898255253,0.177827045967298
66,"AD","Acropora cf. digitifera",2014,2351,"1253","AD1253_F8_T_B_C","B","T","131","alec",417.631195913371,162.514862167657,0.198708583800446
66,"AD","Acropora cf. digitifera",2014,2351,"1253","AD1253_F8_T_D_C","D","T","132","alec",481.08886630718,169.866189808763,0.209517970883013
66,"AD","Acropora cf. digitifera",2014,2351,"1253","AD1253_F8_T1_A_C","A","T1","133","alec",445.971884674159,150.222262404345,0.248341184248419
66,"AD","Acropora cf. digitifera",2014,2351,"1253","AD1253_F8_T1_D_C","D","T1","134","alec",461.027883557174,190.564627684424,0.159533713870595
66,"AD","Acropora cf. digitifera",2011,298,"447","AD0447_F5_T_A_C","A","T","940","erin",456.594768811206,157.806433898494,0.230404726518665
66,"AD","Acropora cf. digitifera",2011,298,"447","AD0447_F5_T_B_C","B","T","941","erin",456.305154851058,171.108497510546,0.195849326951511
66,"AD","Acropora cf. digitifera",2012,1648,"447","AD0447_F6_T2_A_C","A","T2","943","erin",509.986900295171,164.254425830364,0.237538890668267
66,"AD","Acropora cf. digitifera",2010,297,"572","AD0572_F4_T_C","no_name","T","975","erin",476.685961787565,164.60860742936,0.221073732969834
66,"AD","Acropora cf. digitifera",2011,298,"447","AD0447_F5_T_A_C","A","T","2962","paulina",435.685639052056,190.487007283786,0.150887197298681
66,"AD","Acropora cf. digitifera",2011,298,"447","AD0447_F5_T_B_C","B","T","2963","paulina",445.311177170793,217.165755357347,0.118656292454078
66,"AD","Acropora cf. digitifera",2010,297,"572","AD0572_F4_T_C","no_name","T","3606","mizue1",486.968575007368,186.323501641849,0.176268831442914
66,"AD","Acropora cf. digitifera",2013,2033,"447","AD0447_F7_T_C_C","C","T","5080","mariana",441.981108149375,186.615658135742,0.159484106247525
66,"AD","Acropora cf. digitifera",2013,2033,"447","AD0447_F7_T2_A_C","A","T2","5081","mariana",432.912419995941,175.130654540831,0.177372206234119
66,"AD","Acropora cf. digitifera",2014,2351,"1253","AD1253_F8_T_A_C","A","T","5196","mariana",456.457525798194,163.404233809366,0.21482440916922
66,"AD","Acropora cf. digitifera",2014,2351,"1253","AD1253_F8_T_B_C","B","T","5197","mariana",421.249633374165,159.6973670302,0.207564887383243
66,"AD","Acropora cf. digitifera",2014,2351,"1253","AD1253_F8_T_D_C","D","T","5198","mariana",490.731655333817,156.154902258675,0.252896426114818
66,"AD","Acropora cf. digitifera",2014,2351,"1253","AD1253_F8_T1_A_C","A","T1","5199","mariana",444.138805231717,149.708294368295,0.249021508172597
66,"AD","Acropora cf. digitifera",2014,2351,"1253","AD1253_F8_T1_B_C","B","T1","5200","mariana",408.64911723486,156.411183715741,0.209905985910471
66,"AD","Acropora cf. digitifera",2014,2351,"1253","AD1253_F8_T1_D_C","D","T1","5201","mariana",476.131201837263,154.102901200351,0.251950298161337
67,"AD","Acropora cf. digitifera",2010,299,"591","AD0591_F4_T_C","no_name","T","976","erin",448.241910722721,171.20979947993,0.192160928047694
67,"AD","Acropora cf. digitifera",2011,300,"591","AD0591_F5_T_A2_C","A","T1","977","erin",277.600181460759,131.296268632235,0.202360079793076
67,"AD","Acropora cf. digitifera",2011,300,"591","AD0591_F5_T_A2_C","A","T1","2977","paulina",270.536141694591,145.03652896099,0.161614514077481
67,"AD","Acropora cf. digitifera",2010,299,"591","AD0591_F4_T_C","no_name","T","3607","mizue1",458.137500377085,207.530543845728,0.133672372930951
68,"AH","Acropora hyacinthus",2009,303,"35","AH0035_F3_T1_C","no_name","T1","1043","erin",1149.61225997046,275.247265572622,0.190684426201581
68,"AH","Acropora hyacinthus",2010,304,"435","AH0435_F4_T2_B_C","B","T2","1167","erin",720.776983665915,273.958006746602,0.120682077717959
68,"AH","Acropora hyacinthus",2010,304,"435","AH0435_F4_T3_B_C","B","T3","1168","erin",708.114091301004,275.671292797777,0.117092752473214
68,"AH","Acropora hyacinthus",2011,305,"974","AH0974_F5_T_B_C","B","T","1227","erin",323.377230017427,152.190133352082,0.175447145020527
68,"AH","Acropora hyacinthus",2011,305,"974","AH0974_F5_T_D_C","D","T","1228","erin",288.779645253438,125.199682004307,0.231510125803051
68,"AH","Acropora hyacinthus",2012,1763,"974","AH0974_F6_T_B_C","B","T","1229","erin",50.0032186438115,38.2360863569292,0.429794601973404
68,"AH","Acropora hyacinthus",2012,1763,"974","AH0974_F6_T1_A_C","A","T1","1230","erin",53.0402566210339,36.2642684257016,0.506824545134432
68,"AH","Acropora hyacinthus",2011,305,"974","AH0974_F5_T_B_C","B","T","3042","paulina",336.795606494747,150.032400045611,0.188020917743566
68,"AH","Acropora hyacinthus",2011,305,"974","AH0974_F5_T_D_C","D","T","3043","paulina",276.551945963332,140.936938329777,0.174959253565704
68,"AH","Acropora hyacinthus",2009,303,"35","AH0035_F3_T1_C","no_name","T1","3625","mizue1",1170.68802628877,279.285154226399,0.188605928035217
68,"AH","Acropora hyacinthus",2010,304,"435","AH0435_F4_T_A_C","A","T","3688","mizue1",720.394351286462,309.304629520892,0.0946253114827907
68,"AH","Acropora hyacinthus",2010,304,"435","AH0435_F4_T2_B_C","B","T2","3689","mizue1",743.175414364641,278.467804178064,0.120434584165812
68,"AH","Acropora hyacinthus",2009,303,"35","AH0035_F3_T1_C","no_name","T1","4738","mizue2",1167.99030880421,274.053662139237,0.195423993382119
68,"AH","Acropora hyacinthus",2010,304,"435","AH0435_F4_T_A_C","A","T","4801","mizue2",719.990135750857,307.782466733187,0.0955099589565372
68,"AH","Acropora hyacinthus",2010,304,"435","AH0435_F4_T2_B_C","B","T2","4802","mizue2",741.955110497237,282.998233580149,0.116417976142972
68,"AH","Acropora hyacinthus",2009,303,"35","AH0035_F3_T1_C","no_name","T1","4899","mizue3",1165.62949270898,269.98601467813,0.200949928035574
68,"AH","Acropora hyacinthus",2010,304,"435","AH0435_F4_T_A_C","A","T","4962","mizue3",720.329747757058,311.357208022406,0.0933734414747756
68,"AH","Acropora hyacinthus",2010,304,"435","AH0435_F4_T2_B_C","B","T2","4963","mizue3",742.488950276243,279.840434885118,0.119145851335172
69,"AH","Acropora hyacinthus",2009,308,"37","AH0037_F3_T1_C","no_name","T1","1044","erin",3182.56429395399,358.966437450372,0.310369731258174
69,"AH","Acropora hyacinthus",2010,309,"368","AH0368_F4_T_A_C","A","T","1116","erin",3735.08592661403,400.613206133491,0.292455597548048
69,"AH","Acropora hyacinthus",2009,308,"37","AH0037_F3_T1_C","no_name","T1","3626","mizue1",3320.09856661923,400.987796065118,0.259476798461029
69,"AH","Acropora hyacinthus",2010,309,"368","AH0368_F4_T_A_C","A","T","3670","mizue1",3882.52091949601,431.580727045597,0.261938649380636
69,"AH","Acropora hyacinthus",2009,308,"37","AH0037_F3_T1_C","no_name","T1","4739","mizue2",3280.85779091347,389.419116274322,0.271870907285018
69,"AH","Acropora hyacinthus",2010,309,"368","AH0368_F4_T_A_C","A","T","4783","mizue2",3874.74703755002,429.968262470472,0.263378560153618
69,"AH","Acropora hyacinthus",2009,308,"37","AH0037_F3_T1_C","no_name","T1","4900","mizue3",3290.31548560039,387.545275311018,0.275297655082679
69,"AH","Acropora hyacinthus",2010,309,"368","AH0368_F4_T_A_C","A","T","4944","mizue3",3875.3183671899,429.805681337222,0.263616716894794
70,"AH","Acropora hyacinthus",2014,2419,"818","AH0818_F8_T_B_C","B","T","139","alec",1144.56359616325,264.892066562064,0.20498018921908
70,"AH","Acropora hyacinthus",2014,2419,"818","AH0818_F8_T_C_C","C","T","140","alec",973.161525603873,255.901975053911,0.186744370646396
70,"AH","Acropora hyacinthus",2014,2419,"818","AH0818_F8_T1_B_C","B","T1","141","alec",1354.45827270124,287.528965055838,0.205879114600437
70,"AH","Acropora hyacinthus",2009,313,"38","AH0038_F3_T1_C","no_name","T1","1045","erin",2313.5416225376,277.900997140689,0.376449713618135
70,"AH","Acropora hyacinthus",2010,314,"496","AH0496_F4_T_C_C","C","T","1184","erin",1599.63217461601,207.912969734241,0.465014860006939
70,"AH","Acropora hyacinthus",2011,315,"818","AH0818_F5_T_D_C","D","T","1196","erin",2920.62331508864,316.023849474221,0.367490142435245
70,"AH","Acropora hyacinthus",2011,315,"818","AH0818_F5_T1_B_C","B","T1","1197","erin",2629.34566080199,322.283063222646,0.318113852861103
70,"AH","Acropora hyacinthus",2012,1721,"818","AH0818_F6_T_B_C","B","T","1198","erin",2506.56197247153,229.132742805791,0.599948543082809
70,"AH","Acropora hyacinthus",2012,1721,"818","AH0818_F6_T_C_C","C","T","1199","erin",2617.77632236604,237.020721174687,0.585557797856433
70,"AH","Acropora hyacinthus",2011,315,"818","AH0818_F5_T_D_C","D","T","3029","paulina",2678.37101708828,334.040550947578,0.301635336866981
70,"AH","Acropora hyacinthus",2011,315,"818","AH0818_F5_T1_B_C","B","T1","3030","paulina",2570.60588951951,378.292946189162,0.225729788978558
70,"AH","Acropora hyacinthus",2009,313,"38","AH0038_F3_T1_C","no_name","T1","3627","mizue1",2308.5731013717,264.649535670352,0.414201075686193
70,"AH","Acropora hyacinthus",2010,314,"496","AH0496_F4_T_C_C","C","T","3696","mizue1",1630.37732746928,258.60916719358,0.306344550995362
70,"AH","Acropora hyacinthus",2009,313,"38","AH0038_F3_T1_C","no_name","T1","4740","mizue2",2301.00577116092,261.741297186606,0.422068626494458
70,"AH","Acropora hyacinthus",2010,314,"496","AH0496_F4_T_C_C","C","T","4809","mizue2",1614.24384286587,250.686491678221,0.32278781912143
70,"AH","Acropora hyacinthus",2009,313,"38","AH0038_F3_T1_C","no_name","T1","4901","mizue3",2367.0321888412,265.381788232824,0.422349316325768
70,"AH","Acropora hyacinthus",2010,314,"496","AH0496_F4_T_C_C","C","T","4970","mizue3",1634.11582852432,250.048057395608,0.328432201142372
70,"AH","Acropora hyacinthus",2013,2055,"818","AH0818_F7_T2_A_C","A","T2","5213","mariana",2519.65880741302,358.511666338771,0.246345716311043
70,"AH","Acropora hyacinthus",2013,2055,"818","AH0818_F7_T2_B_C","B","T2","5214","mariana",2412.79705734241,327.187326140835,0.283228996339172
70,"AH","Acropora hyacinthus",2014,2419,"818","AH0818_F8_T_B_C","B","T","5215","mariana",1115.42568761586,270.920742112607,0.190970371399588
70,"AH","Acropora hyacinthus",2014,2419,"818","AH0818_F8_T_C_C","C","T","5216","mariana",970.635705350965,262.337417507426,0.177233432716301
70,"AH","Acropora hyacinthus",2014,2419,"818","AH0818_F8_T1_B_C","B","T1","5217","mariana",1327.67819881487,288.646258952454,0.20024921475205
71,"AH","Acropora hyacinthus",2009,318,"39","AH0039_F3_T3_C","no_name","T3","1046","erin",993.491424022387,222.452978829092,0.252288546808246
71,"AH","Acropora hyacinthus",2010,319,"39","AH0039_F4_T_B_C","B","T","1047","erin",1462.27345354942,246.237944738183,0.303059920247607
71,"AH","Acropora hyacinthus",2010,319,"39","AH0039_F4_T_C_C","C","T","1048","erin",1550.39262546944,282.789911079907,0.243626056398166
71,"AH","Acropora hyacinthus",2010,319,"39","AH0039_F4_T1_D_C","D","T1","1049","erin",1671.33014010912,290.155938633351,0.249464746756099
71,"AH","Acropora hyacinthus",2010,319,"39","AH0039_F4_T3_D_C","D","T3","1050","erin",1656.25837459948,281.99736043354,0.261726600811989
71,"AH","Acropora hyacinthus",2011,320,"39","AH0039_F5_T_A_C","A","T","1051","erin",1379.2377305952,271.549722234139,0.23504459431328
71,"AH","Acropora hyacinthus",2011,320,"39","AH0039_F5_T1_B_C","B","T1","1052","erin",1399.24528301887,293.570010051435,0.204023568859459
71,"AH","Acropora hyacinthus",2011,320,"39","AH0039_F5_T_A_C","A","T","3000","paulina",1358.49636907305,328.877483273799,0.157833819116382
71,"AH","Acropora hyacinthus",2011,320,"39","AH0039_F5_T1_B_C","B","T1","3001","paulina",1291.22050875363,340.48591843404,0.139962589418726
71,"AH","Acropora hyacinthus",2009,318,"39","AH0039_F3_T3_C","no_name","T3","3628","mizue1",1002.0911072975,237.849564621367,0.222593434569036
71,"AH","Acropora hyacinthus",2010,319,"39","AH0039_F4_T_B_C","B","T","3629","mizue1",1574.78081990498,248.09393424816,0.32151237114761
71,"AH","Acropora hyacinthus",2010,319,"39","AH0039_F4_T_C_C","C","T","3630","mizue1",1551.9795641039,279.387435758909,0.249851590809357
71,"AH","Acropora hyacinthus",2010,319,"39","AH0039_F4_T1_D_C","D","T1","3631","mizue1",1685.93957843037,301.051779115576,0.233759609960118
71,"AH","Acropora hyacinthus",2009,318,"39","AH0039_F3_T3_C","no_name","T3","4741","mizue2",1002.09440698136,237.477037945695,0.223293075557086
71,"AH","Acropora hyacinthus",2010,319,"39","AH0039_F4_T_B_C","B","T","4742","mizue2",1559.92739593417,253.78579408122,0.30435443363605
71,"AH","Acropora hyacinthus",2010,319,"39","AH0039_F4_T_C_C","C","T","4743","mizue2",1565.75097828085,283.006708389487,0.245662629118585
71,"AH","Acropora hyacinthus",2010,319,"39","AH0039_F4_T1_D_C","D","T1","4744","mizue2",1680.06113782871,285.487610751447,0.259036174744476
71,"AH","Acropora hyacinthus",2009,318,"39","AH0039_F3_T3_C","no_name","T3","4902","mizue3",1005.35022836341,236.19582145114,0.226455474699226
71,"AH","Acropora hyacinthus",2010,319,"39","AH0039_F4_T_B_C","B","T","4903","mizue3",1566.19854956463,254.505698947371,0.303851691440441
71,"AH","Acropora hyacinthus",2010,319,"39","AH0039_F4_T_C_C","C","T","4904","mizue3",1561.22536977996,275.231166320994,0.258988358441107
71,"AH","Acropora hyacinthus",2010,319,"39","AH0039_F4_T1_D_C","D","T1","4905","mizue3",1697.37345288235,286.147580366522,0.260499631732787
71,"AH","Acropora hyacinthus",2010,319,"39","AH0039_F4_T2_D_C","D","T2","5206","mariana",1634.70869972759,245.877701015883,0.339791061653746
72,"AH","Acropora hyacinthus",2009,323,"40","AH0040_F3_T1_C","no_name","T1","1053","erin",3281.0356498195,279.493527729924,0.527809621284032
72,"AH","Acropora hyacinthus",2010,324,"431","AH0431_F4_T_A_C","A","T","1157","erin",4122.72259759166,351.570671631944,0.419149256843201
72,"AH","Acropora hyacinthus",2010,324,"431","AH0431_F4_T_B_C","B","T","1158","erin",4561.70763260026,373.225163012667,0.411524293891571
72,"AH","Acropora hyacinthus",2010,324,"431","AH0431_F4_T1_D_C","D","T1","1159","erin",4763.76167185416,378.450053342678,0.417967725936367
72,"AH","Acropora hyacinthus",2010,324,"431","AH0431_F4_T2_D_C","D","T2","1160","erin",4714.60416103756,389.011602229159,0.391498399172452
72,"AH","Acropora hyacinthus",2011,325,"431","AH0431_F5_T_B_C","B","T","1161","erin",4892.89054489985,433.630905365189,0.326990330349949
72,"AH","Acropora hyacinthus",2011,325,"431","AH0431_F5_T_D_C","D","T","1162","erin",4821.39079333986,419.32092921234,0.344579248281041
72,"AH","Acropora hyacinthus",2012,1725,"431","AH0431_F6_T_B_C","B","T","1163","erin",774.610935958685,222.482150911981,0.196654160512915
72,"AH","Acropora hyacinthus",2012,1725,"431","AH0431_F6_T1_C_C","C","T1","1164","erin",893.131385771571,238.428907726864,0.197427386680941
72,"AH","Acropora hyacinthus",2011,325,"431","AH0431_F5_T_B_C","B","T","3019","paulina",4781.4183189393,456.475965437852,0.28835718254047
72,"AH","Acropora hyacinthus",2011,325,"431","AH0431_F5_T_D_C","D","T","3020","paulina",4659.82294217367,424.835609891333,0.324442287381766
72,"AH","Acropora hyacinthus",2009,323,"40","AH0040_F3_T1_C","no_name","T1","3632","mizue1",3400.28972742444,286.229334846083,0.521551867455664
72,"AH","Acropora hyacinthus",2010,324,"431","AH0431_F4_T_A_C","A","T","3685","mizue1",4215.29173432802,367.238511326549,0.392772492276227
72,"AH","Acropora hyacinthus",2010,324,"431","AH0431_F4_T_B_C","B","T","3686","mizue1",4610.73768896386,368.123923391757,0.427555202536268
72,"AH","Acropora hyacinthus",2010,324,"431","AH0431_F4_T1_D_C","D","T1","3687","mizue1",4602.72959455145,377.778588735079,0.405275775575404
72,"AH","Acropora hyacinthus",2009,323,"40","AH0040_F3_T1_C","no_name","T1","4745","mizue2",3397.60105692564,280.315573687076,0.543360161665833
72,"AH","Acropora hyacinthus",2010,324,"431","AH0431_F4_T_A_C","A","T","4798","mizue2",4177.01607758071,372.099275063181,0.379103996778943
72,"AH","Acropora hyacinthus",2010,324,"431","AH0431_F4_T_B_C","B","T","4799","mizue2",4653.07004617349,372.616379152675,0.421139106819267
72,"AH","Acropora hyacinthus",2010,324,"431","AH0431_F4_T1_D_C","D","T1","4800","mizue2",4602.76151963393,367.462990045438,0.428352325005793
72,"AH","Acropora hyacinthus",2009,323,"40","AH0040_F3_T1_C","no_name","T1","4906","mizue3",3396.23354348229,281.039502363201,0.540346914025282
72,"AH","Acropora hyacinthus",2010,324,"431","AH0431_F4_T_A_C","A","T","4959","mizue3",4211.96359953052,371.398859083021,0.383719034245272
72,"AH","Acropora hyacinthus",2010,324,"431","AH0431_F4_T_B_C","B","T","4960","mizue3",4605.76137027185,367.584448479023,0.428348290912338
72,"AH","Acropora hyacinthus",2010,324,"431","AH0431_F4_T1_D_C","D","T1","4961","mizue3",4601.28764499308,373.191588860451,0.415169607877267
73,"AH","Acropora hyacinthus",2014,2429,"1056","AH1056_F8_T_B_C","B","T","164","alec",1801.56322103579,263.275995904871,0.326615538858166
73,"AH","Acropora hyacinthus",2014,2429,"1056","AH1056_F8_T_C_C","C","T","165","alec",1675.65761840573,238.674343346718,0.369644013156026
73,"AH","Acropora hyacinthus",2014,2429,"1056","AH1056_F8_T1_B_C","B","T1","166","alec",1671.88069845412,253.114684527309,0.327929483309278
73,"AH","Acropora hyacinthus",2009,328,"44","AH0044_F3_T1_C","no_name","T1","1054","erin",1897.75883069428,320.367066108796,0.232356677038917
73,"AH","Acropora hyacinthus",2010,329,"44","AH0044_F4_T_B_C","B","T","1055","erin",1576.16434026863,354.797880935944,0.157343688586162
73,"AH","Acropora hyacinthus",2011,330,"959","AH0959_F5_T_D_C","D","T","1221","erin",2677.42005302743,493.11550555978,0.138365895555419
73,"AH","Acropora hyacinthus",2011,330,"959","AH0959_F5_T2_B_C","B","T2","1222","erin",2504.68288291814,421.368080807836,0.177271673076067
73,"AH","Acropora hyacinthus",2012,1802,"959","AH0959_F6_T_C_C","C","T","1223","erin",1928.89676561808,298.02707804714,0.27290242774284
73,"AH","Acropora hyacinthus",2012,1802,"959","AH0959_F6_T2_B_C","B","T2","1224","erin",1866.22311796032,317.025334461872,0.233338010260784
73,"AH","Acropora hyacinthus",2011,330,"959","AH0959_F5_T_D_C","D","T","3040","paulina",2598.54916570469,611.26119755186,0.0873951126336187
73,"AH","Acropora hyacinthus",2011,330,"959","AH0959_F5_T2_B_C","B","T2","3041","paulina",2449.70838257157,537.003678091309,0.106750454237206
73,"AH","Acropora hyacinthus",2009,328,"44","AH0044_F3_T1_C","no_name","T1","3633","mizue1",1930.75041991898,370.818409301613,0.176446654681671
73,"AH","Acropora hyacinthus",2010,329,"44","AH0044_F4_T_B_C","B","T","3634","mizue1",1601.44992145374,375.924216550634,0.142404141488067
73,"AH","Acropora hyacinthus",2009,328,"44","AH0044_F3_T1_C","no_name","T1","4746","mizue2",1907.97807551766,365.756744003864,0.179224987491098
73,"AH","Acropora hyacinthus",2010,329,"44","AH0044_F4_T_B_C","B","T","4747","mizue2",1619.48798718633,370.992620327784,0.147862162406245
73,"AH","Acropora hyacinthus",2009,328,"44","AH0044_F3_T1_C","no_name","T1","4907","mizue3",1956.97610340163,368.788183667729,0.180817887797206
73,"AH","Acropora hyacinthus",2010,329,"44","AH0044_F4_T_B_C","B","T","4908","mizue3",1609.51859488681,364.684882892623,0.152079382456506
